,index,Feature name,Coefficients,p_values,Original feature name,Score - Calculation,Score  - Prelimiary,Difference,Score - Final
39,39,mnths_since_earliest_cr_line_factor : 366-433,-0.3075054085990531,0.09065833953099563,mnths_since_earliest_cr_line_factor,-17.173156531019057,-17.0,0.17315653101905681,-17.0
40,40,mnths_since_earliest_cr_line_factor : 433-490,-0.270762423523567,0.12326987990371162,mnths_since_earliest_cr_line_factor,-15.121182756011567,-15.0,0.12118275601156725,-15.0
41,41,mnths_since_earliest_cr_line_factor : > 490,-0.30015477756997316,0.10436679453601845,mnths_since_earliest_cr_line_factor,-16.762648183087045,-17.0,-0.23735181691295537,-17.0
42,42,delinq_2yrs_factor : 0,-0.19249775351711076,0.8019902931825479,delinq_2yrs_factor,-10.750360678465954,-11.0,-0.24963932153404578,-11.0
43,43,delinq_2yrs_factor : 1,-0.2318922560687203,0.7396743865150851,delinq_2yrs_factor,-12.950412904742484,-13.0,-0.04958709525751637,-13.0
44,44,delinq_2yrs_factor : 2-4,-0.3330702463585354,0.6205741999949378,delinq_2yrs_factor,-18.600867876110005,-19.0,-0.39913212388999497,-19.0
45,45,inq_last_6mths_factor : 0,0.561627804235144,4.581452071507288e-06,inq_last_6mths_factor,31.36504895391409,31.0,-0.36504895391409065,31.0
46,46,inq_last_6mths_factor : 1-2,0.3751917251208417,0.0016564341945549887,inq_last_6mths_factor,20.953212673551427,21.0,0.0467873264485732,21.0
47,47,inq_last_6mths_factor : 3,0.1131119059125325,0.2756548666822043,inq_last_6mths_factor,6.316924552994032,6.0,-0.3169245529940321,6.0
48,48,open_acc_factor : 5-11,-0.09538581225134855,0.09599997538891658,open_acc_factor,-5.326981050816704,-5.0,0.3269810508167037,-5.0
49,49,open_acc_factor : 12-15,-0.11445847756549252,0.10453150690995065,open_acc_factor,-6.3921261108523755,-6.0,0.3921261108523755,-6.0
50,50,open_acc_factor : 16-18,0.26144034261373295,0.1072257398748381,open_acc_factor,14.600575475025035,15.0,0.3994245249749646,15.0
51,51,open_acc_factor : 16-20,-0.2132069381656508,0.13233415039348237,open_acc_factor,-11.906899912098968,-12.0,-0.09310008790103197,-12.0
52,52,open_acc_factor : >20,-0.06514742483806141,0.5541554597900644,open_acc_factor,-3.6382674679897398,-4.0,-0.36173253201026023,-4.0
53,53,pub_rec_factor : 0,0.0,0.09540048002558664,pub_rec_factor,0.0,0.0,0.0,0.0
54,54,pub_rec_factor : 1,0.0,0.6526558850027289,pub_rec_factor,0.0,0.0,0.0,0.0
55,55,total_acc_factor : 4-8,0.08699895186266662,0.9263012171931401,total_acc_factor,4.858602732156193,5.0,0.14139726784380713,5.0
56,56,total_acc_factor : 9-27,0.03925820742531412,0.775157356948796,total_acc_factor,2.19244059580489,2.0,-0.1924405958048898,2.0
57,57,total_acc_factor : 28-39,-0.0863042854747529,0.4128716648640369,total_acc_factor,-4.81980791982808,-5.0,-0.18019208017191968,-5.0
58,58,total_acc_factor : 40-49,-0.22662590651442902,0.16387650575699686,total_acc_factor,-12.656304759929888,-13.0,-0.34369524007011165,-13.0
59,59,total_acc_factor : >=50,-0.1539231278464194,0.8021930604652606,total_acc_factor,-8.596095855007208,-9.0,-0.4039041449927918,-9.0
60,60,int_rate_factor : >6.179,0.9690209851441115,3.134136544850035e-10,int_rate_factor,54.116606064057905,54.0,-0.11660606405790475,54.0
61,61,int_rate_factor : 6.179-6.559,-0.19339729661022295,0.4094842329256636,int_rate_factor,-10.800597174841064,-11.0,-0.19940282515893593,-11.0
62,62,int_rate_factor : 6.559-8.077,0.9144487864936951,4.320632010864411e-09,int_rate_factor,51.068929881921456,51.0,-0.06892988192145566,51.0
63,63,int_rate_factor : 8.077-11.494,0.6432771380231578,3.652353424710038e-07,int_rate_factor,35.924893270744434,36.0,0.07510672925556605,36.0
64,64,int_rate_factor : 11.494-16.049,0.40724392959278244,0.0001929163296688005,int_rate_factor,22.743221919465427,23.0,0.2567780805345734,23.0
65,65,int_rate_factor : 16.049-18.706,0.196609491572581,0.029228049821960315,int_rate_factor,10.979987602957571,11.0,0.02001239704242863,11.0
66,66,annual_inc_factor : 20K-30K,0.10667403029871594,0.1440221316871487,annual_inc_factor,5.957390565780636,6.0,0.04260943421936414,6.0
67,67,annual_inc_factor : 30K-40K,0.2661849673173912,0.0014001744932312925,annual_inc_factor,14.865547018413736,15.0,0.1344529815862643,15.0
68,68,annual_inc_factor : 40K-50K,0.4767337019401658,1.7580712432184137e-07,annual_inc_factor,26.623995084605028,27.0,0.37600491539497227,27.0
69,69,annual_inc_factor : 50K-60K,0.5008313030454747,5.993501265652386e-08,annual_inc_factor,27.969766131979064,28.0,0.030233868020935972,28.0
70,70,annual_inc_factor : 60K-70K,0.6944156304266846,2.7307226825662867e-12,annual_inc_factor,38.78080835466793,39.0,0.21919164533206725,39.0
71,71,annual_inc_factor : 70K-80K,0.8391407779848706,6.815009692742308e-16,annual_inc_factor,46.86322753654378,47.0,0.13677246345621796,47.0
72,72,annual_inc_factor : 80K-90K,0.9097447871255389,3.4162699956106117e-16,annual_inc_factor,50.806227128694466,51.0,0.19377287130553356,51.0
73,73,annual_inc_factor : 90K-100K,1.0242000789509476,6.161243583794635e-18,annual_inc_factor,57.198175326535896,57.0,-0.1981753265358961,57.0
74,74,annual_inc_factor : 100K-120K,1.188131051573222,1.9561350586793113e-23,annual_inc_factor,66.35317609855545,66.0,-0.3531760985554513,66.0
75,75,annual_inc_factor : 120K-180K,1.1715868961012135,3.35249972288209e-23,annual_inc_factor,65.42923992166443,65.0,-0.4292399216644327,65.0
76,76,annual_inc_factor : > 180K,1.2335899332490365,4.557225839198903e-16,annual_inc_factor,68.89190377264893,69.0,0.10809622735106927,69.0
77,77,dti_factor : < 1,0.08181978699197615,0.41421620361488176,dti_factor,4.569363562576928,5.0,0.4306364374230718,5.0
78,78,dti_factor : 1-5,0.023101617522640904,0.5995384102694694,dti_factor,1.2901486697208828,1.0,-0.2901486697208828,1.0
79,79,dti_factor : 5-7,0.17489827322081156,0.12580838256588608,dti_factor,9.767488112517004,10.0,0.23251188748299612,10.0
80,80,dti_factor : 7-14,0.023590726583146416,0.550512654036908,dti_factor,1.3174637875104134,1.0,-0.3174637875104134,1.0
81,81,dti_factor : 14-16,0.01266425542315615,0.6078266214117932,dti_factor,0.7072566356523501,1.0,0.2927433643476499,1.0
82,82,dti_factor : 16-20,-0.04073292508514716,0.8843839106984948,dti_factor,-2.2747986828601716,-2.0,0.2747986828601716,-2.0
83,83,dti_factor : 20-24,0.005480230672193989,0.6277319859395074,dti_factor,0.3060526954255625,0.0,-0.3060526954255625,0.0
84,84,dti_factor : 24-25,0.049397922957169146,0.4805480243391822,dti_factor,2.7587100568913305,3.0,0.24128994310866947,3.0
85,85,mths_since_last_delinq_factor : Missing,-0.22755027705388034,0.1551580959502224,mths_since_last_delinq_factor,-12.707927786786493,-13.0,-0.2920722132135065,-13.0
86,86,mths_since_last_delinq_factor : 3-19,-0.014664005296751867,0.8954310810629359,mths_since_last_delinq_factor,-0.8189360293859489,-1.0,-0.1810639706140511,-1.0
87,87,mths_since_last_delinq_factor : 19-38,0.1729557453324725,0.28723223931618347,mths_since_last_delinq_factor,9.659004376753472,10.0,0.34099562324652766,10.0
88,88,mths_since_last_delinq_factor : 38-52,-0.12189509517190153,0.46897627549498033,mths_since_last_delinq_factor,-6.807436523758679,-7.0,-0.19256347624132086,-7.0
89,89,mths_since_last_delinq_factor : 52-79,-0.15273560130325664,0.3684877153176659,mths_since_last_delinq_factor,-8.529776438697155,-9.0,-0.47022356130284493,-9.0
90,90,mths_since_last_delinq_factor : > 79,-0.4907063167366134,0.039879730708756514,mths_since_last_delinq_factor,-27.40431924911394,-27.0,0.40431924911393935,-27.0
91,91,mths_since_last_record_factor : Missing,0.2371957478070319,0.10694889049851573,mths_since_last_record_factor,13.246595317266307,13.0,-0.24659531726630668,13.0
92,92,mths_since_last_record_factor : 4-33,-0.07375945047943136,0.24017507916753666,mths_since_last_record_factor,-4.119220518741549,-4.0,0.11922051874154871,-4.0
93,93,mths_since_last_record_factor : 33-37,0.4658002152546105,0.0565854302142729,mths_since_last_record_factor,26.01339613892706,26.0,-0.013396138927060264,26.0
94,94,mths_since_last_record_factor : 33-68,0.1258611389993592,0.39622234633770104,mths_since_last_record_factor,7.028926909141195,7.0,-0.028926909141194557,7.0
95,95,mths_since_last_record_factor : 68-85,-0.4129967797021769,0.2667856501977629,mths_since_last_record_factor,-23.064499505697857,-23.0,0.06449950569785656,-23.0
96,96,mths_since_last_record_factor : 75-85,0.02135422127877603,0.7317281299778504,mths_since_last_record_factor,1.1925623887044956,1.0,-0.1925623887044956,1.0
97,97,mths_since_last_record_factor : >85,-0.03215203189971675,0.8745011389679778,mths_since_last_record_factor,-1.7955842764511754,-2.0,-0.20441572354882465,-2.0
98,0,grade : G,0.0,,grade,0.0,0.0,0.0,0.0
99,1,home_ownership : OWN_OTHER_NONE,0.0,,home_ownership,0.0,0.0,0.0,0.0
100,2,addr_state : NE_SD_AK_NV_NM_FL_ND,0.0,,addr_state,0.0,0.0,0.0,0.0
101,3,purpose : small_business,0.0,,purpose,0.0,0.0,0.0,0.0
102,4,verification_status : Verified_SourceVerified,0.0,,verification_status,0.0,0.0,0.0,0.0
103,5,initial_list_status : f,0.0,,initial_list_status,0.0,0.0,0.0,0.0
104,6,term_int : 60,0.0,,term_int,0.0,0.0,0.0,0.0
105,7,emp_length_int : 1,0.0,,emp_length_int,0.0,0.0,0.0,0.0
106,8,mnths_since_issue_d : <149,0.0,,mnths_since_issue_d,0.0,0.0,0.0,0.0
107,9,mnths_since_earliest_cr_line_factor : < 194,0.0,,mnths_since_earliest_cr_line_factor,0.0,0.0,0.0,0.0
108,10,delinq_2yrs_factor : >=5,0.0,,delinq_2yrs_factor,0.0,0.0,0.0,0.0
109,11,inq_last_6mths_factor : >4,0.0,,inq_last_6mths_factor,0.0,0.0,0.0,0.0
110,12,open_acc_factor : 0-4,0.0,,open_acc_factor,0.0,0.0,0.0,0.0
111,13,pub_rec_factor : >=2,0.0,,pub_rec_factor,0.0,0.0,0.0,0.0
112,14,total_acc_factor : 0-3,0.0,,total_acc_factor,0.0,0.0,0.0,0.0
113,15,int_rate_factor : >18.706,0.0,,int_rate_factor,0.0,0.0,0.0,0.0
114,16,annual_inc_factor : < 20K,0.0,,annual_inc_factor,0.0,0.0,0.0,0.0
115,17,dti_factor : > 25,0.0,,dti_factor,0.0,0.0,0.0,0.0
116,18,mths_since_last_delinq_factor : < 2,0.0,,mths_since_last_delinq_factor,0.0,0.0,0.0,0.0
117,19,mths_since_last_record_factor : <4,0.0,,mths_since_last_record_factor,0.0,0.0,0.0,0.0
